250,AgreementPayV2 - Binding always warning,"[-1,1,1]","[-1,4,4]",1,12,2022-07-26 09:39:00
251,AgreementPayV2 - Binding always warning,"[-1,0.975609756097561,-1]","[-1,2,-1]",1,12,2022-07-26 11:38:00
252,AgreementPayV2 - Binding always critical,"[-1,0.975609756097561,-1]","[-1,2,-1]",1,11,2022-07-26 11:38:00
253,AgreementPayV2 - Binding always warning,"[-1,1,1]","[-1,4,4]",1,12,2022-07-26 14:13:00
254,AgreementPayV2 - Binding always critical,"[-1,1,1]","[-1,4,4]",1,11,2022-07-26 14:13:00
255,AgreementPayV2 - Binding always warning,"[-1,1,1]","[-1,2,4]",1,12,2022-07-26 21:18:00
256,AgreementPayV2 - Binding always critical,"[-1,1,1]","[-1,2,4]",1,11,2022-07-26 21:18:00
257,AgreementPayV2 - Binding always warning,"[-1,1,1]","[-1,2,4]",1,12,2022-07-26 21:59:00
258,AgreementPayV2 - Binding always critical,"[-1,1,1]","[-1,2,4]",1,11,2022-07-26 21:59:00
259,AgreementPayV2 - Binding always critical,"[-1,1,1]","[-1,4,2]",1,11,2022-07-27 00:12:00
260,AgreementPayV2 - Binding always warning,"[-1,1,1]","[-1,4,2]",1,12,2022-07-27 00:12:00
261,AgreementPayV2 - Binding always warning,"[-1,1,-1]","[-1,4,-1]",1,12,2022-07-27 15:00:00
262,AgreementPayV2 - Binding always critical,"[-1,1,-1]","[-1,4,-1]",1,11,2022-07-27 15:00:00
263,AgreementPayV2 - Binding always warning,"[0.028556976145410258,-1,1]","[10,-1,2]",1,12,2022-07-27 16:04:00
264,AgreementPayV2 - Binding always critical,"[0.02856115722919796,-1,1]","[10,-1,2]",1,11,2022-07-27 16:04:00
265,AgreementPayV2 - Binding always warning,"[-1,1,1]","[-1,2,6]",1,12,2022-07-28 12:45:00
266,AgreementPayV2 - Binding always critical,"[-1,1,1]","[-1,2,6]",1,11,2022-07-28 12:45:00
267,AgreementPayV2 - Binding always warning,"[-1,1,-1]","[-1,2,-1]",1,12,2022-07-28 14:32:00
268,AgreementPayV2 - Binding always critical,"[-1,1,-1]","[-1,2,-1]",1,11,2022-07-28 14:32:00
269,AgreementPayV2 - Binding always warning,"[-1,0.1764705882352941,1]","[-1,6,2]",1,12,2022-07-28 15:53:00
270,AgreementPayV2 - Binding always critical,"[-1,0.1764705882352941,1]","[-1,6,2]",1,11,2022-07-28 15:53:00
271,AgreementPayV2 - Binding always warning,"[-1,1,1]","[-1,2,6]",1,12,2022-07-28 16:58:00
272,AgreementPayV2 - Binding always critical,"[-1,1,1]","[-1,2,6]",1,11,2022-07-28 16:58:00
273,AgreementPayV2 - Binding always warning,"[-1,1,1]","[-1,4,2]",1,12,2022-07-29 00:38:00
274,AgreementPayV2 - Binding always critical,"[-1,1,1]","[-1,4,2]",1,11,2022-07-29 00:38:00
275,AgreementPayV2 - Binding always critical,"[-1,1,1]","[-1,2,2]",1,11,2022-07-29 08:58:00
276,AgreementPayV2 - Binding always warning,"[-1,1,1]","[-1,2,2]",1,12,2022-07-29 08:58:00
277,AgreementPayV2 - Binding always critical,"[-1,1,1]","[-1,4,6]",1,11,2022-07-29 11:13:00
278,AgreementPayV2 - Binding always warning,"[-1,1,1]","[-1,4,6]",1,12,2022-07-29 11:13:00
279,AgreementPayV2 - Binding always warning,"[-1,1,-1]","[-1,2,-1]",1,12,2022-08-02 12:19:00
280,AgreementPayV2 - Binding always critical,"[-1,1,-1]","[-1,2,-1]",1,11,2022-08-02 12:19:00
281,AgreementPayV2 - Binding always warning,"[-1,1,-1]","[-1,2,-1]",1,12,2022-08-02 15:58:00
282,AgreementPayV2 - Binding always critical,"[-1,1,-1]","[-1,2,-1]",1,11,2022-08-02 15:58:00
283,AgreementPayV2 - Binding always warning,"[-1,1,0.08333333333333333]","[-1,2,6]",1,12,2022-08-03 16:24:00
284,AgreementPayV2 - Binding always critical,"[-1,1,0.08333333333333333]","[-1,2,6]",1,11,2022-08-03 16:24:00
285,AgreementPayV2 - Binding always warning,"[-1,1,-1]","[-1,4,-1]",1,12,2022-08-03 21:49:00
286,AgreementPayV2 - Binding always critical,"[-1,1,-1]","[-1,4,-1]",1,11,2022-08-03 21:49:00
287,AgreementPayV2 - Binding always critical,"[-1,1,-1]","[-1,4,-1]",1,11,2022-08-04 10:47:00
288,AgreementPayV2 - Binding always warning,"[-1,1,-1]","[-1,4,-1]",1,12,2022-08-04 10:47:00
289,AgreementPayV2 - Binding always warning,"[-1,1,-1]","[-1,2,-1]",1,12,2022-08-04 17:07:00
290,AgreementPayV2 - Binding always critical,"[-1,1,-1]","[-1,2,-1]",1,11,2022-08-04 17:07:00
291,AgreementPayV2 - Binding always critical,"[-1,1,1]","[-1,2,4]",1,11,2022-08-04 21:22:00
292,AgreementPayV2 - Binding always warning,"[-1,1,1]","[-1,2,4]",1,12,2022-08-04 21:22:00
293,AgreementPayV2 - Binding always critical,"[-1,1,1]","[-1,2,2]",1,11,2022-08-05 16:32:00
294,AgreementPayV2 - Binding always warning,"[-1,1,1]","[-1,2,2]",1,12,2022-08-05 16:32:00
295,AgreementPayV2 - Binding always critical,"[0,-1,-1]","[4,0,0]",1,11,2022-09-14 10:53:00
296,AgreementPayV2 - Binding always warning,"[0,-1,-1]","[4,0,0]",1,12,2022-09-14 10:53:00
